player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position_x,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain,player_id,first_name,last_name,last_season,current_club_id,player_code,market_value_in_eur,height_in_cm,date_of_birth
Antonio Candreva,Lazio,Serie_A,34,2656,10,8,9,10.51412931457162,8.076554521918297,8.230272803455591,0.3562769722558154,0.2736784288300627,0.278887256141191,F M S,117,58,6,0,7.250304103828967,18.70710145868361,25488,Antonio,Candreva,2023,380,antonio-candreva,1000000.0,180.0,1987-02-28 00:00:00
Franco Vázquez,Palermo,Serie_A,37,3231,10,9,10,9.117931227199731,9.239036513492463,7.5953335938975215,0.2539813712311903,0.257354777534609,0.2115691808885103,F M,99,68,7,0,13.665066208690403,24.593129739165303,76163,Franco,Vázquez,2020,368,franco-vazquez,1500000.0,187.0,1989-02-22 00:00:00
Alberto Paloschi,Chievo,Serie_A,37,2642,9,9,3,9.923600168898702,2.1521526761353016,9.162301318719985,0.338048453898896,0.0733133008524516,0.3121147307663885,F S,79,26,2,0,1.4591961354017258,9.964204888790846,68306,Alberto,Paloschi,2019,1390,alberto-paloschi,500000.0,183.0,1990-01-04 00:00:00
Luca Rigoni,Palermo,Serie_A,31,2704,9,9,1,5.997137866914272,1.8997528227046128,5.997137866914272,0.1996088787064661,0.0632314179154642,0.1996088787064661,M,30,23,11,0,4.148251068778336,10.247754727490246,22210,Luca,Rigoni,2019,130,luca-rigoni,150000.0,185.0,1984-12-07 00:00:00
Maxi López,"Chievo,Torino",Serie_A,31,1573,9,9,2,9.392880426719785,1.8227788414806128,9.392880426719785,0.5374184605243361,0.1042912242423745,0.5374184605243361,F S,52,20,3,0,1.967516493052244,10.834513742476702,26263,Maxi,López,2017,416,maxi-lopez,100000.0,192.0,1984-04-03 00:00:00
Mauricio Pinilla,"Atalanta,Genoa",Serie_A,26,1648,9,8,2,8.122705548070371,1.7165909251198173,6.600107877515256,0.4435943563873382,0.0937458636291162,0.3604427845730419,F S,65,13,8,1,1.951383087784052,7.158051632344723,6160,Mauricio,Pinilla,2016,800,mauricio-pinilla,300000.0,187.0,1984-02-04 00:00:00
Éder,Sampdoria,Serie_A,30,2373,9,8,4,7.370070978999138,4.413826843723655,6.608772180974484,0.2795222874462378,0.1674017766266873,0.2506487552834823,F M S,83,34,5,0,2.9964037723839283,10.313982868567107,37418,,Éder,2017,46,eder,200000.0,177.0,1986-11-15 00:00:00
Éder,Sampdoria,Serie_A,30,2373,9,8,4,7.370070978999138,4.413826843723655,6.608772180974484,0.2795222874462378,0.1674017766266873,0.2506487552834823,F M S,83,34,5,0,2.9964037723839283,10.313982868567107,84481,,Éder,2020,932,eder,300000.0,190.0,1987-12-22 00:00:00
Stefano Mauri,Lazio,Serie_A,29,1898,9,9,2,7.055956742726266,1.9690094459801912,7.055956742726266,0.3345817212040906,0.0933671497040132,0.3345817212040906,F M S,43,23,5,0,4.800602121278644,11.463569074869156,6043,Stefano,Mauri,2015,398,stefano-mauri,50000.0,184.0,1980-01-08 00:00:00
Adem Ljajic,Roma,Serie_A,32,2024,8,7,2,6.610197981819511,3.239166914485395,5.0876003708690405,0.2939317284405909,0.1440341019286984,0.226227289218485,F M S,50,44,2,0,4.281851134262979,10.48856458440423,69374,Adem,Ljajic,2023,6646,adem-ljajic,400000.0,182.0,1991-09-29 00:00:00
Filip Djordjevic,Lazio,Serie_A,24,1485,8,8,2,5.864980418235064,1.561488078907132,5.864980418235064,0.3554533586809129,0.0946356411458868,0.3554533586809129,F S,34,16,2,0,0.4915447710081935,7.369786955416202,47065,Filip,Djordjevic,2018,862,filip-djordjevic,200000.0,186.0,1987-09-28 00:00:00
Francesco Totti,Roma,Serie_A,27,1765,8,4,6,6.941790129989386,3.9552316926419735,3.896594800055027,0.3539723012459176,0.2016832024576643,0.198693219266262,F S,52,47,5,0,5.067364572547376,9.901213757693768,5958,Francesco,Totti,2016,12,francesco-totti,1000000.0,180.0,1976-09-27 00:00:00
Josip Ilicic,Fiorentina,Serie_A,25,1528,8,7,3,4.872598621994257,4.165326850488782,4.111299846321344,0.2869986099342167,0.2453399322931874,0.2421577134613357,F M S,72,44,6,0,3.952688835561276,8.42540667578578,80351,Josip,Ilicic,2021,800,josip-ilicic,300000.0,190.0,1988-01-29 00:00:00
Rodrigo Palacio,Inter,Serie_A,35,2645,8,8,5,11.22072902135551,5.549903377890587,10.45943015627563,0.3818017436378056,0.1888435931985455,0.3558974344290384,F M S,58,62,3,0,6.5271936589851975,17.9562742523849,39099,Rodrigo,Palacio,2020,1025,rodrigo-palacio,300000.0,176.0,1982-02-05 00:00:00
Mattia Destro,"AC Milan,Roma",Serie_A,31,1663,8,8,0,8.238391309976578,0.3227579705417156,8.238391309976578,0.4458540095597667,0.0174673585981686,0.4458540095597667,F S,41,7,5,0,2.7634819950908422,9.835567662492394,88683,Mattia,Destro,2023,749,mattia-destro,500000.0,182.0,1991-03-20 00:00:00
Franco Brienza,Cesena,Serie_A,30,2513,8,5,4,6.41928849928081,5.028767028823495,4.135392053052783,0.2298989116336143,0.1800990977294526,0.1481039732490053,F M S,53,52,2,0,4.629649226553738,10.538085583597422,16137,Franco,Brienza,2016,1025,franco-brienza,50000.0,172.0,1979-03-19 00:00:00
Paul Pogba,Juventus,Serie_A,26,2110,8,8,3,4.495958996936679,3.842502973973751,4.495958996936679,0.1917707629025123,0.1638982311173638,0.1917707629025123,M S,56,37,4,0,7.027708617970347,13.784531138837336,122153,Paul,Pogba,2023,506,paul-pogba,15000000.0,191.0,1993-03-15 00:00:00
Álvaro Morata,Juventus,Serie_A,29,1309,8,8,5,5.009029731154442,1.8117073997855184,5.009029731154442,0.3443947103161954,0.1245635339806697,0.3443947103161954,F S,51,19,6,1,2.4549084026366472,8.702469807118177,128223,Álvaro,Morata,2024,141,alvaro-morata,13000000.0,189.0,1992-10-23 00:00:00
Germán Denis,Atalanta,Serie_A,32,2325,8,5,0,8.567573076114058,1.8327204948291185,5.522377794608474,0.3316479900431248,0.0709440191546755,0.2137694630171022,F S,54,37,4,0,1.9152593249455088,8.199358515441418,30873,Germán,Denis,2015,800,german-denis,10000.0,182.0,1981-09-10 00:00:00
Arturo Vidal,Juventus,Serie_A,28,2094,7,5,4,6.3325151624158025,3.844552844762802,4.048618701286614,0.2721711387857795,0.1652386609496906,0.1740093997687656,M S,53,37,7,0,7.854537315666676,12.663057623431088,37666,Arturo,Vidal,2021,46,arturo-vidal,700000.0,180.0,1987-05-22 00:00:00
Leonardo Pavoletti,"Genoa,Sassuolo",Serie_A,19,633,7,7,3,5.597619662061334,0.5380689296871424,5.597619662061334,0.7958700941319432,0.0765026914247121,0.7958700941319432,F S,26,9,4,0,1.1754418034106493,5.821299161761999,64793,Leonardo,Pavoletti,2024,1390,leonardo-pavoletti,700000.0,188.0,1988-11-26 00:00:00
Giacomo Bonaventura,"AC Milan,Atalanta",Serie_A,34,2664,7,7,4,5.904543465934694,4.090717790648341,5.904543465934694,0.199477819795091,0.1381999253597412,0.199477819795091,F M S,61,44,3,1,2.8566295132040977,11.33808059245348,57280,Giacomo,Bonaventura,2023,430,giacomo-bonaventura,3000000.0,180.0,1989-08-22 00:00:00
Riccardo Saponara,"AC Milan,Empoli",Serie_A,18,1329,7,6,3,5.481223972514272,2.4814653638750315,4.719925196841359,0.3711889823373096,0.1680450585016951,0.3196337605084441,M,52,23,2,1,3.59297059290111,9.235049178823829,88909,Riccardo,Saponara,2023,868,riccardo-saponara,700000.0,183.0,1991-12-21 00:00:00
Sergio Pellissier,Chievo,Serie_A,27,1110,7,6,1,4.924367818981409,1.3083139434456823,4.163069028407335,0.399273066403898,0.1060795089280283,0.3375461374384326,F S,29,13,0,0,0.4483275078237057,5.108891265466809,5928,Sergio,Pellissier,2018,862,sergio-pellissier,200000.0,175.0,1979-04-12 00:00:00
Marek Hamsik,Napoli,Serie_A,35,2319,7,7,10,7.829731174744666,8.202062137424946,7.829731174744666,0.3038705501194566,0.3183206521639694,0.3038705501194566,M S,82,69,1,0,9.989368945360184,23.07313366606832,38593,Marek,Hamsik,2022,449,marek-hamsik,1200000.0,183.0,1987-07-27 00:00:00
Marco Sau,Cagliari,Serie_A,28,1812,7,7,5,4.055318893864751,3.2673925571143627,4.055318893864751,0.2014231238674545,0.1622877097904485,0.2014231238674545,F M S,37,33,3,0,2.413597580976784,9.078776253387332,55801,Marco,Sau,2020,4171,marco-sau,150000.0,169.0,1987-11-03 00:00:00
Gonzalo Rodríguez,Fiorentina,Serie_A,30,2685,7,6,0,5.228588350117207,0.64558519795537,2.9446918442845345,0.1752599446966661,0.0216397273057665,0.0987047545570235,D,20,5,9,1,7.009212790988386,7.647633573971689,19998,Gonzalo,Rodríguez,2016,430,gonzalo-rodriguez,200000.0,182.0,1984-04-10 00:00:00
Khouma Babacar,Fiorentina,Serie_A,20,1151,7,7,2,6.163025353103876,1.9176645800471304,5.401726517826319,0.4819046757422666,0.1499477082573777,0.4223765304990171,F S,40,11,2,0,0.9927620254456996,7.65267364308238,124902,Khouma,Babacar,2023,190,khouma-babacar,200000.0,185.0,1993-03-17 00:00:00
Alessandro Matri,"Genoa,Juventus",Serie_A,21,1359,7,7,5,6.6049394607543945,4.031932527199388,5.843640625476837,0.4374132093214831,0.2670153991522773,0.3869960679123733,F S,36,26,2,0,1.695214111357927,8.717939665541053,40660,Alessandro,Matri,2019,19,alessandro-matri,300000.0,183.0,1984-08-19 00:00:00
Fernando Llorente,Juventus,Serie_A,31,1969,7,7,1,7.351269781589508,1.1787963593378663,7.351269781589508,0.3360153785388805,0.0538809915390594,0.3360153785388805,F S,49,23,0,0,5.162516835145652,11.054896329529583,35564,Fernando,Llorente,2020,410,fernando-llorente,300000.0,195.0,1985-02-26 00:00:00
Kamil Glik,Torino,Serie_A,32,2794,7,7,0,3.0339874401688576,0.2245238171890378,3.0339874401688576,0.0977304472495337,0.0072323348414507,0.0977304472495337,D S,18,5,7,1,5.962522838264704,5.990688625723124,46552,Kamil,Glik,2020,4171,kamil-glik,500000.0,190.0,1988-02-03 00:00:00
Keisuke Honda,AC Milan,Serie_A,29,2175,6,6,4,4.681833461858332,3.006778459995985,4.681833461858332,0.1937310398010344,0.1244184190343166,0.1937310398010344,F M S,43,32,3,0,4.404648607596755,9.858669832348824,66521,Keisuke,Honda,2019,499,keisuke-honda,275000.0,182.0,1986-06-13 00:00:00
Duván Zapata,Napoli,Serie_A,21,607,6,6,1,2.9253209214657545,0.5083682388067245,2.9253209214657545,0.4337378631497823,0.075375850893913,0.4337378631497823,F S,29,7,2,0,0.3105159718543291,3.4454706385731697,73794,Duván,Zapata,2024,416,duvan-zapata,4000000.0,188.0,1991-04-01 00:00:00
Andrea Belotti,Palermo,Serie_A,38,1318,6,5,1,7.977410856634378,3.297807570546865,6.454813241958618,0.5447397398308756,0.2251917157429574,0.4407687342763851,F S,44,21,3,0,1.827371507883072,9.537260784767568,167727,Andrea,Belotti,2024,294,andrea-belotti,2000000.0,181.0,1993-12-20 00:00:00
Dries Mertens,Napoli,Serie_A,31,1688,6,5,7,5.402926923707128,5.846262294799089,4.641628107056022,0.2880707483019203,0.3117082977084822,0.2474801715847405,M S,60,56,4,1,7.341350114904344,13.96704514324665,56416,Dries,Mertens,2024,141,dries-mertens,1500000.0,169.0,1987-05-06 00:00:00
Diego Farias,Cagliari,Serie_A,29,1778,6,6,3,8.734515124931931,2.008143694140017,8.734515124931931,0.4421295620044285,0.1016495683197983,0.4421295620044285,F S,57,30,7,0,3.9942261800169945,11.17859929986298,83877,Diego,Farias,2021,1390,diego-farias,350000.0,172.0,1990-05-10 00:00:00
Andrea Bertolacci,Genoa,Serie_A,34,2679,6,6,8,5.237552362494171,3.6818563006818295,5.237552362494171,0.1759536068027157,0.1236905812099158,0.1759536068027157,M S,62,46,10,0,10.731156263500452,15.186042549088596,99227,Andrea,Bertolacci,2023,6646,andrea-bertolacci,400000.0,179.0,1991-01-11 00:00:00
Juanito Gómez,Verona,Serie_A,26,1793,6,6,3,3.884836345911026,2.6546921394765377,3.884836345911026,0.1950001512169505,0.1332528123552082,0.1950001512169505,F M S,41,22,7,0,4.162610464729369,8.933718668296933,38592,Juanito,Gómez,2015,276,juanito-gomez,175000.0,178.0,1985-05-20 00:00:00
Fredy Guarín,Inter,Serie_A,28,2213,6,6,6,3.2519393479451537,4.755229562520981,3.2519393479451537,0.1322523910144888,0.1933893631391271,0.1322523910144888,M S,79,45,5,0,5.458043608814478,10.337828531861303,39090,Fredy,Guarín,2015,46,fredy-guarin,500000.0,183.0,1986-06-30 00:00:00
Albin Ekdal,Cagliari,Serie_A,33,2702,5,5,1,3.629198109731078,2.5691282376647,3.629198109731078,0.1208837268230188,0.0855742196113334,0.1208837268230188,F M S,41,31,7,0,6.93328882008791,11.061061082407832,49275,Albin,Ekdal,2022,3522,albin-ekdal,800000.0,186.0,1989-07-28 00:00:00
Radja Nainggolan,Roma,Serie_A,35,2777,5,5,2,2.909552006982267,2.927887151017785,2.909552006982267,0.0942958878748304,0.0948901129245951,0.0942958878748304,M S,81,36,10,0,13.4380689766258,17.97578419186175,41982,Radja,Nainggolan,2022,1096,radja-nainggolan,500000.0,177.0,1988-05-04 00:00:00
Alessandro Florenzi,Roma,Serie_A,35,2288,5,4,4,5.233356414362788,6.24340327270329,4.472057608887553,0.2058575512642705,0.2455884154472448,0.1759113569929544,D F M S,54,38,9,0,5.844772571697831,13.899163061752915,130365,Alessandro,Florenzi,2024,5,alessandro-florenzi,1500000.0,173.0,1991-03-11 00:00:00
Hernanes,Inter,Serie_A,26,1624,5,5,4,3.865363873541355,4.253651112318039,3.865363873541355,0.2142135151593115,0.2357318966186105,0.2142135151593115,M S,65,50,6,0,5.705619666725397,11.10776856727898,52897,,Hernanes,2016,506,hernanes,350000.0,180.0,1985-05-29 00:00:00
Manuel Pucciarelli,Empoli,Serie_A,34,2275,5,5,2,8.530193481594324,2.220867021009326,8.530193481594324,0.3374582036674677,0.0878584755564129,0.3374582036674677,F S,50,29,2,0,2.524867362342775,11.188450231216848,163683,Manuel,Pucciarelli,2018,862,manuel-pucciarelli,150000.0,174.0,1991-06-17 00:00:00
Lorenzo Tonelli,Empoli,Serie_A,28,2296,5,5,0,2.5469793789088726,0.118959903717041,2.5469793789088726,0.099838041856184,0.0046630624279327,0.099838041856184,D S,14,2,4,2,5.613192468881607,5.629268556833267,111347,Lorenzo,Tonelli,2023,749,lorenzo-tonelli,200000.0,183.0,1990-01-17 00:00:00
João Pedro,Cagliari,Serie_A,29,1502,5,5,2,4.360121802426875,1.821805310435593,3.598823026753962,0.2612589628617967,0.1091627682684443,0.2156418591264025,F M S,40,20,5,0,1.575820878148079,4.23942778352648,22440,,João Pedro,2012,2424,joao-pedro,100000.0,174.0,1980-08-15 00:00:00
João Pedro,Cagliari,Serie_A,29,1502,5,5,2,4.360121802426875,1.821805310435593,3.598823026753962,0.2612589628617967,0.1091627682684443,0.2156418591264025,F M S,40,20,5,0,1.575820878148079,4.23942778352648,34576,,João Pedro,2018,2423,joao-pedro,50000.0,190.0,1987-12-29 00:00:00
João Pedro,Cagliari,Serie_A,29,1502,5,5,2,4.360121802426875,1.821805310435593,3.598823026753962,0.2612589628617967,0.1091627682684443,0.2156418591264025,F M S,40,20,5,0,1.575820878148079,4.23942778352648,44780,,João Pedro,2014,979,joao-pedro,150000.0,177.0,1986-05-04 00:00:00
João Pedro,Cagliari,Serie_A,29,1502,5,5,2,4.360121802426875,1.821805310435593,3.598823026753962,0.2612589628617967,0.1091627682684443,0.2156418591264025,F M S,40,20,5,0,1.575820878148079,4.23942778352648,129129,,João Pedro,2022,36,joao-pedro,6000000.0,184.0,1992-03-09 00:00:00
João Pedro,Cagliari,Serie_A,29,1502,5,5,2,4.360121802426875,1.821805310435593,3.598823026753962,0.2612589628617967,0.1091627682684443,0.2156418591264025,F M S,40,20,5,0,1.575820878148079,4.23942778352648,235568,,João Pedro,2023,3325,joao-pedro,400000.0,177.0,1993-04-03 00:00:00
João Pedro,Cagliari,Serie_A,29,1502,5,5,2,4.360121802426875,1.821805310435593,3.598823026753962,0.2612589628617967,0.1091627682684443,0.2156418591264025,F M S,40,20,5,0,1.575820878148079,4.23942778352648,298410,,João Pedro,2023,6418,joao-pedro,450000.0,185.0,1996-11-13 00:00:00
João Pedro,Cagliari,Serie_A,29,1502,5,5,2,4.360121802426875,1.821805310435593,3.598823026753962,0.2612589628617967,0.1091627682684443,0.2156418591264025,F M S,40,20,5,0,1.575820878148079,4.23942778352648,342024,,João Pedro,2018,720,joao-pedro,900000.0,179.0,1996-11-15 00:00:00
João Pedro,Cagliari,Serie_A,29,1502,5,5,2,4.360121802426875,1.821805310435593,3.598823026753962,0.2612589628617967,0.1091627682684443,0.2156418591264025,F M S,40,20,5,0,1.575820878148079,4.23942778352648,626724,,João Pedro,2024,1237,joao-pedro,50000000.0,182.0,2001-09-26 00:00:00
João Pedro,Cagliari,Serie_A,29,1502,5,5,2,4.360121802426875,1.821805310435593,3.598823026753962,0.2612589628617967,0.1091627682684443,0.2156418591264025,F M S,40,20,5,0,1.575820878148079,4.23942778352648,876440,,João Pedro,2024,2425,joao-pedro,400000.0,186.0,2003-03-14 00:00:00
Nicola Sansone,Sassuolo,Serie_A,35,2528,5,5,4,3.633037405088544,4.290621948428452,3.633037405088544,0.1293407304026776,0.1527515725310762,0.1293407304026776,F M S,46,44,3,1,3.6002701204270124,9.388993894681334,82048,Nicola,Sansone,2024,1005,nicola-sansone,400000.0,174.0,1991-09-10 00:00:00
Antonio Cassano,Parma,Serie_A,19,1637,5,4,2,2.796377129852772,2.912595046684146,2.035078309476376,0.1537409539931273,0.1601304546130562,0.111885795878359,F S,23,39,1,0,4.029963282868266,7.724012695252895,5962,Antonio,Cassano,2016,1038,antonio-cassano,300000.0,175.0,1982-07-12 00:00:00
Mateo Kovacic,Inter,Serie_A,35,2462,5,5,3,3.3099310863763094,4.301944140344858,3.3099310863763094,0.1209966684702956,0.1572603463164245,0.1209966684702956,F M S,41,62,3,1,9.524284334853292,14.824425488710403,51471,Mateo,Kovacic,2024,281,mateo-kovacic,25000000.0,177.0,1994-05-06 00:00:00
Nicolás López,Verona,Serie_A,24,971,5,5,2,2.6331420466303825,3.267444435507059,2.6331420466303825,0.2440605398524556,0.3028527283168232,0.2440605398524556,F M S,34,17,3,0,1.6316439770162106,6.424635984003544,185593,Nicolás,López,2015,16795,nicolas-lopez,3000000.0,178.0,1993-10-01 00:00:00
Lorenzo De Silvestri,Sampdoria,Serie_A,33,2937,4,4,3,2.3385790530592203,1.689563199877739,2.3385790530592203,0.0716622794604459,0.0517741532138224,0.0716622794604459,D M,16,19,8,0,7.3107193652540445,8.227752717211843,33571,Lorenzo,De Silvestri,2024,1025,lorenzo-de-silvestri,400000.0,187.0,1988-05-23 00:00:00
Luis Muriel,"Sampdoria,Udinese",Serie_A,27,1378,4,4,5,4.4641915820539,4.090577920898795,4.4641915820539,0.2915654879425624,0.2671640151530418,0.2915654879425624,F M S,49,35,3,0,3.867605515755713,10.59103519655764,119228,Luis,Muriel,2023,800,luis-muriel,2000000.0,180.0,1991-04-16 00:00:00
Levan Mchedlidze,Empoli,Serie_A,25,737,4,4,0,3.5448988070711493,0.9282642416656016,3.5448988070711493,0.4328913061552285,0.1133565559700192,0.4328913061552285,F S,28,12,3,0,1.6942172199487686,5.197720609605312,56912,Levan,Mchedlidze,2018,749,levan-mchedlidze,150000.0,192.0,1990-03-24 00:00:00
Riccardo Meggiorini,Chievo,Serie_A,30,1902,4,4,4,4.161400906741619,2.1650298815220594,4.161400906741619,0.196911714830045,0.1024462089048293,0.196911714830045,F S,66,22,8,0,1.844232689589262,7.52851421199739,28936,Riccardo,Meggiorini,2018,862,riccardo-meggiorini,250000.0,182.0,1985-09-04 00:00:00
Raffaele Palladino,Parma,Serie_A,22,1461,4,4,1,3.9436721242964254,0.8003143649548292,3.9436721242964254,0.2429366811681577,0.0493006795660059,0.2429366811681577,F S,28,12,1,0,1.8109638709574936,5.522099545225501,28855,Raffaele,Palladino,2017,252,raffaele-palladino,75000.0,182.0,1984-04-17 00:00:00
Diego Perotti,Genoa,Serie_A,27,2312,4,2,5,4.791041789576411,6.9878330286592245,3.2684441190212965,0.1865024918087703,0.2720177217038625,0.1272318212421785,F M,41,54,5,0,8.074312461540103,13.531612200662494,54984,Diego,Perotti,2021,380,diego-perotti,500000.0,179.0,1988-07-26 00:00:00
Alberto Gilardino,Fiorentina,Serie_A,14,790,4,4,2,3.3208478912711143,0.5125114545226097,3.3208478912711143,0.3783244433093674,0.0583873808949808,0.3783244433093674,F S,16,11,0,0,1.7040402628481388,4.689921677112579,5878,Alberto,Gilardino,2016,2921,alberto-gilardino,200000.0,184.0,1982-07-05 00:00:00
Luca Antonelli,"AC Milan,Genoa",Serie_A,31,2698,4,4,1,3.133779709227383,2.353432420641184,3.133779709227383,0.1045367582766732,0.0785058998731306,0.1045367582766732,D M S,18,26,6,0,4.226663108915091,5.891205314546824,45565,Luca,Antonelli,2018,749,luca-antonelli,100000.0,184.0,1987-02-11 00:00:00
Simone Missiroli,Sassuolo,Serie_A,33,2660,4,4,4,1.899284201674164,3.0158271472901106,1.899284201674164,0.0642614955453664,0.1020392643819962,0.0642614955453664,M S,18,38,5,1,4.81063417904079,8.258437033742666,35747,Simone,Missiroli,2019,2722,simone-missiroli,300000.0,191.0,1986-05-23 00:00:00
Roberto Pereyra,Juventus,Serie_A,35,2282,4,4,3,3.5207453053444624,3.643728063441813,3.5207453053444624,0.1388549857497816,0.1437053136326744,0.1388549857497816,M S,31,43,2,0,6.745550418272615,12.153282443061473,112302,Roberto,Pereyra,2024,2441,roberto-pereyra,1500000.0,182.0,1991-01-07 00:00:00
Stefano Okaka,Sampdoria,Serie_A,32,2384,4,4,2,8.046727885492146,2.638810705393553,8.046727885492146,0.3037774788986129,0.0996195316633472,0.3037774788986129,F S,50,28,6,0,2.9742342550307512,11.33389097172767,35249,Stefano,Okaka,2022,6890,stefano-okaka,1000000.0,186.0,1989-08-09 00:00:00
Roberto Soriano,Sampdoria,Serie_A,33,2532,4,4,2,4.486289561726153,3.177462878637016,4.486289561726153,0.1594652687817352,0.1129429933164816,0.1594652687817352,M S,56,49,11,0,5.471827754750848,10.673489853739738,63186,Roberto,Soriano,2022,1025,roberto-soriano,1800000.0,182.0,1991-02-08 00:00:00
Giampaolo Pazzini,AC Milan,Serie_A,26,786,4,1,0,5.832087069749832,0.2223962768912315,3.548190601170063,0.6677962293606678,0.0254652225447975,0.4062813665461904,F S,25,4,2,0,0.8189513273537159,4.173718448728323,19447,Giampaolo,Pazzini,2019,276,giampaolo-pazzini,350000.0,180.0,1984-08-02 00:00:00
Danilo Avelar,Cagliari,Serie_A,31,2640,4,1,3,4.730475001037121,5.152361200191081,1.6852797158062458,0.1612661932171745,0.1756486772792413,0.0574527175843038,D M S,36,44,10,1,5.861734472215176,8.948932563886046,140748,,Danilo Avelar,2018,416,danilo-avelar,250000.0,185.0,1989-06-09 00:00:00
Duje Cop,Cagliari,Serie_A,16,806,4,4,0,5.226103819906712,0.9494249103590846,5.226103819906712,0.5835599798903276,0.1060151885016347,0.5835599798903276,F S,26,12,1,0,1.5223681647330525,7.180722422897816,46415,Duje,Cop,2020,3057,duje-cop,150000.0,184.0,1990-02-01 00:00:00
Andrea Pirlo,Juventus,Serie_A,20,1619,4,4,5,1.2376452144235373,5.3923992626369,1.2376452144235373,0.0688005369352182,0.2997627755635089,0.0688005369352182,M S,25,44,0,0,6.091900870203972,7.740312993526459,5817,Andrea,Pirlo,2014,506,andrea-pirlo,1000000.0,177.0,1979-05-19 00:00:00
Pedro Obiang,Sampdoria,Serie_A,34,2772,3,3,1,3.932110637426376,2.6871632747352123,3.932110637426376,0.1276659297865706,0.0872455608680263,0.1276659297865706,M S,30,30,12,0,4.873801488429308,9.53551653213799,101213,Pedro,Obiang,2023,6574,pedro-obiang,500000.0,186.0,1992-03-27 00:00:00
Davide Zappacosta,Atalanta,Serie_A,29,2270,3,3,1,1.6123620108701289,1.9366782698780296,1.6123620108701289,0.0639262471270095,0.07678460100838,0.0639262471270095,D M S,25,17,4,0,2.911543006077409,5.560821439139545,173859,Davide,Zappacosta,2024,800,davide-zappacosta,6000000.0,182.0,1992-06-11 00:00:00
Luca Rossettini,Cagliari,Serie_A,32,2837,3,3,3,2.939154610037804,3.856693059206009,2.939154610037804,0.0932407172729652,0.122348387496842,0.0932407172729652,D,20,11,12,0,5.162736436352134,6.249134724959731,60128,Luca,Rossettini,2019,1005,luca-rossettini,400000.0,187.0,1985-05-09 00:00:00
Marco Benassi,Torino,Serie_A,25,1360,3,3,2,1.965877179056406,1.4900434762239456,1.965877179056406,0.1300948133199092,0.0986058182795258,0.1300948133199092,M S,32,23,8,0,4.331791643984616,6.819190968759358,201040,Marco,Benassi,2022,430,marco-benassi,1200000.0,184.0,1994-09-08 00:00:00
Josef Martínez,Torino,Serie_A,26,1566,3,3,1,5.535407152026892,0.7948949486017227,5.535407152026892,0.3181268478176374,0.0456836177357311,0.3181268478176374,F S,49,18,0,0,1.912117318250239,7.845025554299354,162569,Josef,Martínez,2016,416,josef-martinez,4000000.0,172.0,1993-05-19 00:00:00
Senad Lulic,Lazio,Serie_A,25,1851,3,3,7,3.103746132925153,3.664101763628423,3.103746132925153,0.1509114813415795,0.1781572980694533,0.1509114813415795,D F M S,25,33,8,0,5.564486212097108,11.459045320749285,61449,Senad,Lulic,2020,398,senad-lulic,1000000.0,183.0,1986-01-18 00:00:00
Bruno Fernandes,Udinese,Serie_A,31,1605,3,3,2,2.6343416767194867,2.3319512456655502,2.6343416767194867,0.1477200940216534,0.1307636212522738,0.1477200940216534,M S,41,22,5,0,2.225661728531122,5.787395132705569,240306,Bruno,Fernandes,2024,985,bruno-fernandes,55000000.0,179.0,1994-09-08 00:00:00
Stephan El Shaarawy,AC Milan,Serie_A,18,1204,3,3,3,1.867897825315595,1.4042906174436212,1.867897825315595,0.1396269138524946,0.1049718900082441,0.1396269138524946,F M S,25,15,3,0,2.0363431870937347,4.928377287462354,94529,Stephan,El Shaarawy,2024,12,stephan-el-shaarawy,5000000.0,178.0,1992-10-27 00:00:00
Ivaylo Chochev,Palermo,Serie_A,18,1099,3,3,0,3.433977602981031,1.201831791549921,3.433977602981031,0.2812174561130962,0.0984211658230144,0.2812174561130962,M S,17,13,4,0,2.797271264716983,6.537997746840119,252767,Ivaylo,Chochev,2016,458,ivaylo-chochev,2800000.0,190.0,1993-02-18 00:00:00
Leonardo Bonucci,Juventus,Serie_A,34,3013,3,3,0,1.574202842079103,1.0706108156591654,1.574202842079103,0.0470223218676134,0.031979745572295,0.0470223218676134,D S,25,10,8,0,10.110411521047354,10.467808770015836,39983,Leonardo,Bonucci,2023,36,leonardo-bonucci,1000000.0,189.0,1987-05-01 00:00:00
Claudio Marchisio,Juventus,Serie_A,35,2868,3,2,6,4.285206330940127,3.2261499110609293,3.52390749566257,0.1344730020169496,0.1012390139454266,0.1105828712028003,M S,51,49,9,0,10.60127242654562,14.930751632899046,44716,Claudio,Marchisio,2018,964,claudio-marchisio,3000000.0,180.0,1986-01-19 00:00:00
Daniele Rugani,Empoli,Serie_A,38,3420,3,3,0,3.565912877209485,0.1366754453629255,3.565912877209485,0.0938398125581443,0.0035967222463927,0.0938398125581443,D,25,2,0,0,6.00563695654273,6.026263922452927,162959,Daniele,Rugani,2024,610,daniele-rugani,3500000.0,190.0,1994-07-29 00:00:00
